T-xyA+4NUdvrfOyACEVKioYkyejCk=,Attacking a small octopus with a stone causes +25~100.0 harm,??????????+25~100.0??
T-1ABSA7jD3teiAdEWyn1VWnN2x48=,Attacking a small octopus with a stone causes +17.5~70.0 harm,??????????+17.5~70.0??
T-9Q0zq7HNLSQDNswRfG997nxHXDM=,Attacking a small octopus with a copper shovel causes +50~125.0 harm,??????????+50~125.0??
T-reOKQg3uNJ2iAhp+gm0/ODlHRUc=,Attacking a small octopus with a copper shovel causes +35~87.5 harm,??????????+35~87.5??
T-NiByX4b3a+9jMHiU3U/Aw0BnmPA=,Attacking a small octopus with a copper ax causes +50~150.0 harm,??????????+50~150.0??
T-CM7fPXOU/mg06CqptWu6iXYmNSg=,Attacking a small octopus with a copper ax causes +35~105.0 harm,??????????+35~105.0??
T-lBzzKAloFiCVI3g1cbAylWUTssY=,Attacking a small octopus with a flint ax causes +50~150.0harm,???????????+50~150.0??
T-DBWt2oTZNeu1uBq+dZrQrzfkofk=,Attacking a small octopus with a flint ax causes +35~105.0 harm,???????????+35~105.0??
T-lDH4vqmJySYtRBRS/hO4qcjcEoI=,Caused by attacking a small octopus with a scrap metal ax +150~250.0 harm,????????????+150~250.0??
T-YJZT2VxlTHd++TXzBN1kY959Obw=,Caused by attacking a small octopus with a scrap metal ax +105~175.0 harm,????????????+105~175.0??
T-ZSH2kgGuQCFX/17EeO4fYDGjNqQ=,Attacking a small octopus with a survival ax causes +150~250.0 harm,???????????+150~250.0??
T-twvadE2aTGzI0ebr9PvCHlF2T38=,Attacking a small octopus with a survival ax causes +105~175.0 harm,???????????+105~175.0??
T-V/k45/AtXapt6K4tcpEY2128Dxg=,Attacking a small octopus with a copper knife causes +450~550.0 harm,??????????+450~550.0??
T-yyX7wetshaMEplX5WiYXqZfi5K8=,Attacking a small octopus with a copper knife causes +315~385.0 harm,??????????+315~385.0??
T-EQTiiFYCfvboyJXq5MgRYWb42AI=,Caused by attacking a baby octopus with his grandfather's knife +450~550.0 harm,????????????+450~550.0??
T-sgfv04BnZKEGdeSWVt3bjiCnhr4=,Caused by attacking a baby octopus with his grandfather's knife +315~385.0 harm,????????????+315~385.0??
T-IgAr3TnR6iR0DPYpZVumAxS+1nA=,Caused by attacking a small octopus with a scrap metal knife +250~350.0 harm,????????????+250~350.0??
T-Stn+9+3LjowPQN2M6cr3X9fzpJw=,Caused by attacking a small octopus with a scrap metal knife +175~244.99999999999997 harm,????????????+175~244.99999999999997??
T-0n1yMOnCdUfw1KMtq7ZiLtboejM=,Attacking a small octopus with a harpoon causes +225~375.0 harm,??????????+225~375.0??
T-isNYsfRTuEzxrZd3CkWvM8fn10I=,Attacking a small octopus with a harpoon causes +157.5~262.5 harm,??????????+157.5~262.5??
T-7F1jXcXeTTh9+bm8m0gvHaQjQbc=,Caused by attacking a small octopus with a simple spear +125~325.0 harm,????????????+125~325.0??
T-wNxqXwEzK54kRowCTuuByV2CI1E=,Caused by attacking a small octopus with a simple spear +87.5~227.49999999999997 harm,????????????+87.5~227.49999999999997??
T-ABcIroCFqoKOQ0xzePOXk9adIPo=,Attacking a small octopus with a ritual dagger causes +75~150.0 harm,????????????+75~150.0??
T-CB+e0O7DN+hxwWHxOVwDAumI+3w=,Attacking a small octopus with a ritual dagger causes +52.5~105.0 harm,????????????+52.5~105.0??
T-VQw+JeiHBO2JvgykKWY/B8gXjr4=,Caused by attacking a small octopus with a shark-tooth stick +75~150.0 harm,???????????+75~150.0??
T-O3sIK2KoY7lUFJ/UmSB7luhYE14=,Caused by attacking a small octopus with a shark-tooth stick +52.5~105.0 harm,???????????+52.5~105.0??
T-7D/O7kFJccGh/Nb/lbmITvR58cM=,Attacking a small octopus with a saber causes +250~315.0 harm,??????????+250~315.0??
T-RKEjJ4JKc335/yCPKC1S+cyZuOc=,Attacking a small octopus with a saber causes +175~220.5 harm,??????????+175~220.5??
T-yxtRx2N8qwJg6ykMs4W/cg0uiK0=,Attacking a small octopus with an obsidian knife causes +75~150.0 harm,????????????+75~150.0??
T-aQDRPdvK/nZKzLPF7vjuEZq0yRA=,Attacking a small octopus with an obsidian knife causes +52.5~105.0 harm,????????????+52.5~105.0??
T-MCwq8+ElsC3I4W8IAmq8wE16JEI=,Caused by attacking a small octopus with a copper spear +600~800.0 harm,???????????+600~800.0??
T-ORdlmDXsqWtGmMfiLyaHj1EByY0=,Caused by attacking a small octopus with a copper spear +420~560.0 harm,???????????+420~560.0??
T-Z2ELQRRFWaEaSj3wH8EkcTZ8bd0=,Caused by attacking a small octopus with a flint spear +250~350.0 harm,????????????+250~350.0??
T-PDS0Bo3hStKaptN1MySzUfGkTK4=,Caused by attacking a small octopus with a flint spear +175~244.99999999999997 harm,????????????+175~244.99999999999997??
T-AtlAJyPYdmW0elryGRC0qcpHGMU=,Caused by attacking a small octopus with a scrap metal spear +350~500.0 harm,?????????????+350~500.0??
T-n/p9PdIpj8XkwKGNOp26YUwoQlk=,Caused by attacking a small octopus with a scrap metal spear +245~350.0 harm,?????????????+245~350.0??
T-o4CLtefPhl8bg/m08uw1IEMvZMA=,Attacking a small octopus with a dart causes +250~325.0 harm,??????????+250~325.0??
T-RGnDFIkReb2t47peShK5reKRuog=,Attacking a small octopus with a dart causes +175~227.49999999999997 harm,??????????+175~227.49999999999997??
T-rL4/NNEUuLy4dx8Kic111oxI2GY=,Attacking a small octopus with an obsidian spear causes +175~200.0 harm,?????????????+175~200.0??
T-JxVd8jxmnJs4qm+d29fWcW5DWFY=,Attacking a small octopus with an obsidian spear causes +122.5~140.0 harm,?????????????+122.5~140.0??
T-l0pqtG9E/kkm/fIGBRUU+Jpbtdk=,Attacking a small octopus with a gun causes +350~500.0 harm,?????????+350~500.0??
T-4Smr9bElJpauFoP/xmkZEiaD5dk=,Attacking a small octopus with a gun causes +245~350.0 harm,?????????+245~350.0??
T-Jw9O2uWkvJ5GSPubSacDc2lZkq8=,Attacking a small octopus with a slingshot causes +475~675.0 harm,??????????+475~675.0??
T-ysqvbRs6+ZlOfpVsqAhH817YsZs=,Attacking a small octopus with a slingshot causes +332.5~472.499999999999994 harm,??????????+332.5~472.49999999999994??
T-QcT1l+V0WL+G8rD8EnMbppY5bMQ=,Caused by attacking a small octopus with a launcher loaded with obsidian shells +1550~1750.0 harm,???????????????????+1550~1750.0??
T-OaJpdLmiSXZDJX4Ef7K/hnxz6U0=,Caused by attacking a small octopus with a launcher loaded with obsidian shells +1085~1225.0 harm,???????????????????+1085~1225.0??
T-tk5ZtadU6BZh9Y8kDgPYVsuU2s4=,Caused by attacking a small octopus with a launcher filled with coconut shells +1350~1550.0 harm,??????????????????+1350~1550.0??
T-O7oX0VicyHvNiGR0fdl70wZuPbM=,Caused by attacking a small octopus with a launcher filled with coconut shells +945~1085.0harm,??????????????????+945~1085.0??
T-zzdNPyQ/k5iLcjjuerEHY5L9GR8=,Caused by attacking a small octopus with a nail gun +950~1050.0 harm,??????????+950~1050.0??
T-WxMA7KWdfYDWRYOmu/nRX89djYs=,Caused by attacking a small octopus with a nail gun +665~735.0 harm,??????????+665~735.0??
T-nYtt9sOZDym6mEfLvGKFo8tIAB8=,Attacking a small octopus with a stun gun +1650~1950.0 harm,???????????+1650~1950.0??
T-kpthgBAgU8bPgI6vQ8T9M7PuJa4=,Attacking a small octopus with a stun gun +1155~1365.0 harm,???????????+1155~1365.0??
T-L9yGRj3PZC1tO04unc9Bf0Mh4Mo=,Attacking a small octopus with a trident causes +1000~1200.0 harm,???????????+1000~1200.0??
T-4tJt+8a2hGlGgQVH2vxGXlBuEls=,Attacking a small octopus with a trident causes +700~840.0 harm,???????????+700~840.0??
T-jKqF0p6a7mWvDAtHgkN/CTBBSaE=,Attacking a small octopus with a trident (charged) causes +1000~1200.0 harm,????(??)???????+1000~1200.0??
T-SvXYvG3cIMigG8AUXJoIwuXOQnA=,Attacking a small octopus with a trident (charged) causes +700~840.0 harm,????(??)???????+700~840.0??
T-yntr8m5kQjxrlUprJvUvZmpUOMw=,Use a simple bow and simple arrows to attack the small octopus. +300~450.0 harm,?????????????????+300~450.0??
T-ldBS2DFny8TcZjVX4vTuFaT8JEo=,Use a simple bow and simple arrows to attack the small octopus. +210~315.0 harm,?????????????????+210~315.0??
T-9T+IiU4oU9AU+K6cd5iWfgm68qw=,Use simple bows and bone arrows to attack small octopuses. +400~500.0 harm,?????????????????+400~500.0??
T-4aRpeDt6kBQDRo1FtUFJ4QtT0ds=,Use simple bows and bone arrows to attack small octopuses. +280~350.0 harm,?????????????????+280~350.0??
T-wu7HQlaOZqpJ6MONpQF2kIzaZME=,Use a simple bow and flint arrows to attack the small octopus. +300~400.0harm,?????????????????+300~400.0??
T-qXiH2/IyZ1txxZh//kvFkqnJVQc=,Use a simple bow and flint arrows to attack the small octopus. +210~280.0 harm,?????????????????+210~280.0??
T-HR7biX2ZsaY7xArq0XHEEKLbvAI=,Attacking small octopuses with compound bows and simple arrows +400~600.0 harm,????????????????+400~600.0??
T-IgzloXRzcpK+u5o85beHLeHkpP0=,Attacking small octopuses with compound bows and simple arrows +280~420.0 harm,????????????????+280~420.0??
T-YITj0RTvMaZgpPFTVMks5Bwc/5g=,Attacking small octopuses with compound bows and bone arrows +500~650.0 harm,????????????????+500~650.0??
T-lNRN6IYvGoiCdhfRJYCy8qzQf5c=,Attacking small octopuses with compound bows and bone arrows +350~454.99999999999994 harm,????????????????+350~454.99999999999994??
T-RfxP3pKqCCAfGdu7D2lWDV58syk=,Attacking a small octopus with a compound bow and flint arrows causes +400~550.0 harm,????????????????+400~550.0??
T-0HVlYN8yyvbSjW4u5RwVqm5N1PU=,Attacking a small octopus with a compound bow and flint arrows causes +280~385.0 harm,????????????????+280~385.0??
T-RS9gyWFFZybYzHaGW4u5Mh1IUgo=,Baby octopus dies,?????
T-C0X6tkX3v+4le2QUmFO64q+cU/M=,giant octopus,????
T-OSPlusXDVRWOztG6KxLqte5RL/E=,Monsters in the deep sea! ( Melee damage bonus ),??????!(???????)
T-qTOPAMIDV2a30+jVpuLcDuLJyGo=,Caused by attacking a giant octopus with a flint knife +75~225.0 harm,????????????+75~225.0??
T-Xuk3ik9LDDb/wpRYA1F5GT8b0fA=,Caused by attacking a giant octopus with a flint knife +52.5~157.5 harm,????????????+52.5~157.5??
T-cmLZax59xbMG3NH+AQ8KkjEi3Ds=,Caused by attacking a giant octopus with a scrap metal shovel +75~225.0 harm,?????????????+75~225.0??
T-DnNLFJ83lObveavEQs4FXUzkP3w=,Caused by attacking a giant octopus with a scrap metal shovel +52.5~157.5harm,?????????????+52.5~157.5??
T-L3LPHlJotQITvHRZxKm+OKLT0K0=,Attacking a giant octopus with a bone knife causes +232.5~375.0 harm,???????????+232.5~375.0??
T-y6jZmyk1uuEoucfgU6IhWNX69Ec=,Attacking a giant octopus with a bone knife causes +162.75~262.5 harm,???????????+162.75~262.5??
T-sLnsNClaCTsoCQrT9u9w+Cu2mIY=,Attacking a giant octopus with a safety knife caused +37.5~75.0 harm,????????????+37.5~75.0??
T-U61h2L1YgaIn9YJJoD2JFeX88e4=,Attacking a giant octopus with a safety knife caused +26.25~52.5 harm,????????????+26.25~52.5??
T-gCJUjzhqAkFn3ww7FphSPFTJ9H4=,Caused by attacking a giant octopus with a boar's tusk +37.5~75.0 harm,????????????+37.5~75.0??
T-IM3G2kG7hiDVrqhYHGN6oniizoU=,Caused by attacking a giant octopus with a boar's tusk +26.25~52.5 harm,????????????+26.25~52.5??
T-WPfof7j4POb4HHdn4ps+2oKkdWE=,Attacking a giant octopus with a sling causes +337.5~112.5 harm,????????????+337.5~112.5??
T-KG4dWpGBf15wnQA2SVhDuPtANNo=,Attacking a giant octopus with a sling causes +236.25~78.75 harm,????????????+236.25~78.75??
T-rmZDkczS25esANfRCSGF//ZebeU=,Attacking a giant octopus with a torch causes +37.5~112.5 harm,???????????+37.5~112.5??
T-5+4biusdA26LkuO8u0T3sFpnq/8=,Attacking a giant octopus with a torch causes +26.25~78.75 harm,???????????+26.25~78.75??
T-40p/WLR+YN/jDGCYMyYN/TjvOTs=,Attacking a giant octopus with a torch (igniting it) causes +37.5~112.5 harm,???(??)????????+37.5~112.5??
T-2TLI//3XCwAO4kP+muP8ajeSDb0=,Attacking a giant octopus with a torch (igniting it) causes +26.25~78.75 harm,???(??)????????+26.25~78.75??
T-90NwyA821587Akh5qYw4fe7OGgE=,Attacking a giant octopus with a stone ax causes +37.5~150.0 harm,???????????+37.5~150.0??
T-niY9e7z4wZX/K037YG3O5hAOub0=,Attacking a giant octopus with a stone ax causes+26.25~105.0 harm,???????????+26.25~105.0??
T-eHl10yLXWa/gj/YfNKQIuDFZ3Ho=,Attacking a giant octopus with a blunt survival ax causes +37.5~150.0 harm,??????????????+37.5~150.0??
T-9GF/3Kb0vDAXBh/r61cvNb2Tc1A=,Attacking a giant octopus with a blunt survival ax causes +26.25~105.0 harm,??????????????+26.25~105.0??
T-9dx3naQ+MpOE0+fVgvZeWcHdesM=,Caused by attacking a giant octopus with a wooden shovel +37.5~150.0 harm,???????????+37.5~150.0??
T-CRLvfb7MsMKDzimZHFK5fOwy/JE=,Caused by attacking a giant octopus with a wooden shovel +26.25~105.0 harm,???????????+26.25~105.0??
T-BudPFnwZU/8cjOrfz/tDFtmDJlw=,Attacking a giant octopus with a stone causes +30~120.0 harm,???????????+30~120.0??
T-KYHSLbnQ5WY4a3N9Ek+vx/gVSSg=,Attacking a giant octopus with a stone causes +21~84.0 harm,???????????+21~84.0??
T-8+A2i2Liqf1IX4H2eAy38rsXPK8=,Caused by attacking a giant octopus with a copper shovel +75~187.5 harm,???????????+75~187.5??
T-FMSSlCmGkX0tUQ3djCAZH0TOnfo=,Caused by attacking a giant octopus with a copper shovel +52.5~131.25 harm,???????????+52.5~131.25??
T-kAwuA0HB+EG8hr34KiX4+VnV4tE=,Caused by attacking a giant octopus with a copper ax +75~225.0 harm,???????????+75~225.0??
T-svlwdo41jF57fVfBhqvovKnPX5o=,Caused by attacking a giant octopus with a copper ax +52.5~157.5 harm,???????????+52.5~157.5??
T-gwzxst0pAEDA7xkYH8Zi3fYf/Tc=,Caused by attacking a giant octopus with a flint ax +75~225.0 harm,????????????+75~225.0??
T-N5Zrc6vt9ei4caKLSrMcdy7jp3E=,Caused by attacking a giant octopus with a flint ax +52.5~157.5 harm,????????????+52.5~157.5??
T-rxOsePLn7kTQnGd5hJWViNs0ekA=,Caused by attacking a giant octopus with a scrap metal ax +225~375.0 harm,?????????????+225~375.0??
T-vzycTNimm+X610stRCZ6k2OqCDQ=,Caused by attacking a giant octopus with a scrap metal ax+157.5~262.5 harm,?????????????+157.5~262.5??
T-o8cV34fcBC8c7E2Wb8tqL0VdEs0=,Attacking a giant octopus with a survival ax causes +225~375.0 harm,????????????+225~375.0??
T-hiDB4emRsN2YJLS/Yi1iHgXKbzc=,Attacking a giant octopus with a survival ax causes +157.5~262.5 harm,????????????+157.5~262.5??
T-EZCjO2I4CmslFuwdng+qvz9sPnQ=,Caused by attacking a giant octopus with a copper knife +675~825.0 harm,???????????+675~825.0??
T-NCxHwBsq+V8bFEWWYDrDfYQMJJo=,Caused by attacking a giant octopus with a copper knife +472.5~577.5 harm,???????????+472.5~577.5??
T-51KIshQjTwicKiOwbCfcQWdzTQ4=,Caused by attacking a giant octopus with Grandpa's knife +675~825.0 harm,?????????????+675~825.0??
T-WnRrRpZv4LXW0Rdw7k3Uvi5b2A8=,Caused by attacking a giant octopus with Grandpa's knife +472.5~577.5 harm,?????????????+472.5~577.5??
T-JVOw41r+7iEkiLzgjyTPzPELNVc=,Caused by attacking a giant octopus with a scrap metal knife +375~525.0 harm,?????????????+375~525.0??
T-btuCXwCiifi8DvUAcaJKCJnwi54=,Caused by attacking a giant octopus with a scrap metal knife +262.5~367.5 harm,?????????????+262.5~367.5??
T-rQQBNMpT5mvwm0ah6xQ64JTNg/I=,Attacking a giant octopus with a harpoon +337.5~562.5 harm,???????????+337.5~562.5??
T-7C2hAv8KWguJfTxCXS6UOSuFMBI=,Attacking a giant octopus with a harpoon +236.25~393.75 harm,???????????+236.25~393.75??
T-WYgaXiNAkyDvI9BDn8JBNd5z9A0=,Caused by attacking a giant octopus with a simple spear +187.5~487.5 harm,?????????????+187.5~487.5??
T-FDYaljm8YEIEcGrwgfjuyWxdaYs=,Caused by attacking a giant octopus with a simple spear +131.25~341.25 harm,?????????????+131.25~341.25??
T-+VaaNUFPG1JGJMliEDUPt4u6oYg=,Attacking a giant octopus with a ritual dagger caused +112.5~225.0 harm,?????????????+112.5~225.0??
T-S6+9XsiJEqK8RSS9dvv9W4vb8Ag=,Attacking a giant octopus with a ritual dagger caused +78.75~157.5 harm,?????????????+78.75~157.5??
T-7xcMxqh7z66YaPnT+8smW8vaVp0=,Caused by attacking a giant octopus with a shark-tooth club +112.5~225.0 harm,????????????+112.5~225.0??
T-RZfCNkjIVbOn/xywwTEY6sEEuzo=,Caused by attacking a giant octopus with a shark-tooth club +78.75~157.5 harm,????????????+78.75~157.5??
T-uMhK5fumJoekVtiKuB6GKD1DF6Y=,Attacking a giant octopus with a saber causes +375~472.5 harm,???????????+375~472.5??
T-/MhMqv3Ke+9Qo19GIuZbVPJT3zg=,Attacking a giant octopus with a saber causes +262.5~330.75 harm,???????????+262.5~330.75??
T-h1AXraKqAidgAXXrN4ZDZ9Xrc6g=,Caused by attacking a giant octopus with an obsidian knife +112.5~225.0 harm,?????????????+112.5~225.0??
T-l/wPE/rVqBGGDIK3Oy7xLZJhiyc=,Caused by attacking a giant octopus with an obsidian knife +78.75~157.5 harm,?????????????+78.75~157.5??
T-/ffqoxhu4uC5MoCNQHkuVLNm2KM=,Caused by attacking a giant octopus with a copper spear +900~1200.0 harm,????????????+900~1200.0??
T-/Oy9fnS3bH9Apbtujz1YMucX+b8=,Caused by attacking a giant octopus with a copper spear +630~840.0 harm,????????????+630~840.0??
T-AQ1KSEn00i0wsGaCl5ubnserjd0=,Caused by attacking a giant octopus with a flint spear +375~525.0 harm,?????????????+375~525.0??
T-oNtNb6/OQFkGoC0Qc3efTUwnI6M=,Caused by attacking a giant octopus with a flint spear +262.5~367.5 harm,?????????????+262.5~367.5??
T-L8YkGMK6Zi80IPZal68yegmZ1W0=,Caused by attacking a giant octopus with a scrap metal spear +525~750.0 harm,??????????????+525~750.0??
T-iEv/JtV61/PeNnG7kqn09rKjWh4=,Caused by attacking a giant octopus with a scrap metal spear +367.5~525.0 harm,??????????????+367.5~525.0??
T-KEGA7SUrISi8jBWp0ESf/t0OQ/A=,Attacking a giant octopus with a dart causes+375~487.5 harm,???????????+375~487.5??
T-kgqztuA6uv8bhYUqXi2waTID1cA=,Attacking a giant octopus with a dart causes +262.5~341.25 harm,???????????+262.5~341.25??
T-GB7jvGDbqpCjM5FxgXxFtdNV6O8=,Attacking a giant octopus with an obsidian spear causes +210~240.0 harm,??????????????+210~240.0??
T-CKY7ZiLrv2ujl27apJ3fUyFOGDI=,Attacking a giant octopus with an obsidian spear causes +147~168.0 harm,??????????????+147~168.0??
T-7MusCitDd0eyWEn8D5xZCyLENA0=,Attacking a giant octopus with a gun causes +420~600.0 harm,??????????+420~600.0??
T-2BrxOrLIJqsr5UE1+x97RxUyGi4=,Attacking a giant octopus with a gun causes +294~420.0 harm,??????????+294~420.0??
T-Ev1xCZcfVEc2YEeHLh/D1BkkLM0=,Attacking a giant octopus with a slingshot +570~810.0 harm,???????????+570~810.0??
T-9Am42wiOFb9LRSrwpKWVvzWaDrw=,Attacking a giant octopus with a slingshot +399~567.0 harm,???????????+399~567.0??
T-C2mq/Y/cl9fi0bKZPMFU03XzYbY=,Caused by attacking a giant octopus with a launcher loaded with obsidian shells +1140~1260.0 harm,????????????????????+1140~1260.0??
T-0+EFgAfLtXonmrIalmY0A7EGMDw=,Caused by attacking a giant octopus with a launcher loaded with obsidian shells +798~882.0 harm,????????????????????+798~882.0??
T-DhG+LjVKW26iIfTl3IlH5YgeRd4=,Caused by attacking a giant octopus with a launcher loaded with coconut shells +1020~1140.0 harm,???????????????????+1020~1140.0??
T-a5SGsOUSdbcprLiUI2T6fBKulE0=,Caused by attacking a giant octopus with a launcher loaded with coconut shells +714~798.0 harm,???????????????????+714~798.0??
T-gJkwaCnHojBT78ApKRYeIbNmRzw=,Attacking a giant octopus with a nail gun +960~960.0 harm,???????????+960~960.0??
T-7gnvYxVFW8cZO1LzRxlkZ252KKg=,Attacking a giant octopus with a nail gun +672~672.0 harm,???????????+672~672.0??
T-wMcPyS1iDbfptBM1Rj9w+y3R5WI=,Attacking a giant octopus with a stun gun +1440~1440.0 harm,????????????+1440~1440.0??
T-J07WTK9VdniZX5SYeba5Vi2E0iY=,Attacking a giant octopus with a stun gun +1008~1007.9999999999999 harm,????????????+1008~1007.9999999999999??
T-qhF2lLlt7ci6mCEdD6lw8OVDzww=,Attacking a giant octopus with a trident causes +1200~1200.0 harm,????????????+1200~1200.0??
T-q7vPyDWoTlT6Ib6I5ttT0iMQ6zc=,Attacking a giant octopus with a trident causes +840~840.0 harm,????????????+840~840.0??
T-RTAyJBG2aSTGyvhpH5Pq1z6fdco=,Attacking a giant octopus with a trident (charged) causes +1500~1800.0 harm,????(??)????????+1500~1800.0??
T-rjiBH9dKbpctNtTvhfW4KscOcFI=,Attacking a giant octopus with a trident (charged) causes +1050~1260.0 harm,????(??)????????+1050~1260.0??
T-m6GePYAMjMdOchS+xfJYl/7+Dp4=,Use a simple bow and simple arrows to attack the giant octopus. +360~540.0 harm,??????????????????+360~540.0??
T-eVO5/D/iyR8/Uhi4vRjpcHvHK/4=,Use a simple bow and simple arrows to attack the giant octopus. +252~378.0 harm,??????????????????+252~378.0??
T-rVMFeQTNZ3zOEPZVg4WXiLWh5dg=,Use a simple bow and bone arrows to attack the giant octopus. +480~600.0 harm,??????????????????+480~600.0??
T-nwimvCrqAabM/pAxTJkGPT+f0yw=,Use a simple bow and bone arrows to attack the giant octopus. +336~420.0 harm,??????????????????+336~420.0??
T-kDBFdu/6OplQld60vA4wqwvNOfM=,Attack the giant octopus with a simple bow and flint arrows +360~480.0 harm,??????????????????+360~480.0??
T-xeqTpDsm2Adyih4SgIQO/iSvHeE=,Attack the giant octopus with a simple bow and flint arrows +252~336.0 harm,??????????????????+252~336.0??
T-zgA00nQw7IunpzSA167JRqaPT0M=,Attack the giant octopus with a compound bow and simple arrows +480~720.0 harm,?????????????????+480~720.0??
T-rE0bVmsxyt24lXrCS12260+3leE=,Attack the giant octopus with a compound bow and simple arrows +336~503.99999999999994 harm,?????????????????+336~503.99999999999994??
T-tJAWjR4PCVhe+N1ZGTVSAwlXs0I=,Attacking a giant octopus with a composite bow and bone arrows +600~780.0 harm,?????????????????+600~780.0??
T-tR1C38vGiIrlw8UuBbevrGoBkwo=,Attacking a giant octopus with a composite bow and bone arrows +420~546.0 harm,?????????????????+420~546.0??
T-6l4jgnlX2bS5z3slRsfawEuMd+0=,Attacking a giant octopus with a compound bow and flint arrows +480~660.0 harm,?????????????????+480~660.0??
T-+yxK6zLx05qMOWHaQ/cfLIWUI4Q=,Attacking a giant octopus with a compound bow and flint arrows +336~461.99999999999994 harm,?????????????????+336~461.99999999999994??
T-o8/aP6H4qqBvoS5R3uxDd5NxGBo=,Giant octopus dies,??????
T-SGICuo3ty0LZZYfmOkz0H/aMA90=,giant tentacle,????
T-X3qv7kYf91nk9VilKbw7CQKZaDY=,A tentacle of a deep sea monster!,???????????!
T-dhvOuei0DBv5Q/nTb8EdpNbjKvM=,Attacking the giant tentacle with a flint knife causes +50~150.0 harm,????????????+50~150.0??
T-zWe5LON7V4wWNbtpah/My+/D/6s=,Attacking the giant tentacle with a flint knife causes +35~105.0 harm,????????????+35~105.0??
T-9Zq1KiR/O10BquaJDkGw5lwpWXs=,Attack the giant tentacle with a scrap metal shovel. +50~150.0 harm,?????????????+50~150.0??
T-+UoPfubPpZO9sWQmNdSwYvULTl4=,Attack the giant tentacle with a scrap metal shovel. +35~105.0 harm,?????????????+35~105.0??
T-4E/v1ay3m06h7ZECf0+AKc4SxbY=,Attacking the giant tentacle with a bone knife causes +155~250.0 harm,???????????+155~250.0??
T-gAnEChbs2gIkozl49YDjbXNJek0=,Attacking the giant tentacle with a bone knife causes +108.5~175.0 harm,???????????+108.5~175.0??
T-szhV9cAmB0X1j++O7S1rg33+2Vo=,Attacking the giant tentacle with a safety knife causes +25~50.0 harm,????????????+25~50.0??
T-AIk/ufCnJ0ongNs0n7h/d1bGdB4=,Attacking the giant tentacle with a safety knife causes +17.5~35.0 harm,????????????+17.5~35.0??
T-0KTid4UmCqe8O4ThLUFrPiagilg=,Caused by attacking giant tentacles with boar tusks +25~50.0 harm,????????????+25~50.0??
T-6NLYVc1ASQ4Pz8RyXc2VIebFEuI=,Caused by attacking giant tentacles with boar tusks +17.5~35.0 harm,????????????+17.5~35.0??
T-Q/X9DtWB2zf+852tz82oelXd47Y=,Caused by attacking a giant tentacle with a sling +225~75.0 harm,????????????+225~75.0??
T-sJVwkAUx+UBgMJSY57xfUIoFMTI=,Caused by attacking a giant tentacle with a sling +157.5~52.5 harm,????????????+157.5~52.5??
T-a8sA/CIagfovEhX3IdNQqftgWjQ=,Attacking the giant tentacle with a torch causes +25~75.0 harm,???????????+25~75.0??
T-el3f1ASdS+DGkrnQvOaJUQGv5V8=,Attacking the giant tentacle with a torch causes +17.5~52.5 harm,???????????+17.5~52.5??
T-Wmlg3PtnRAcnNitVod2YG4tGUXg=,Attacking the giant tentacle with a torch (igniting it) causes +25~75.0 harm,???(??)????????+25~75.0??
T-3oKi+y6F8bIhCaGP1TxyPUZ/Bps=,Attacking the giant tentacle with a torch (igniting it) causes +17.5~52.5 harm,???(??)????????+17.5~52.5??
T-UhPllP1DQT9FoaTMaGYIIhhZQqA=,Attacking the giant tentacle with a stone ax causes +25~100.0 harm,???????????+25~100.0??
T-PPKpysH244s5IRoM3uIeaRGBc2U=,Attacking the giant tentacle with a stone ax causes +17.5~70.0 harm,???????????+17.5~70.0??
T-GzaAVsF0UL5gQt5wspow2AS/lxo=,Hitting a giant tentacle with a blunt survival ax causes +25~100.0 harm,??????????????+25~100.0??
T-nSPSbhfTwtQvzWP87Agq/MwpAqc=,Hitting a giant tentacle with a blunt survival ax causes +17.5~70.0 harm,??????????????+17.5~70.0??
T-QUZ+QzFG75zW2Yl/AQsunTFsHtc=,Attacking the giant tentacle with a wooden shovel causes +25~100.0 harm,???????????+25~100.0??
T-4mkO/zaH49ixi2EHJ272QC6ja7Y=,Attacking the giant tentacle with a wooden shovel causes +17.5~70.0 harm,???????????+17.5~70.0??
T-va3B1wdK75CwqGRngAM9r2nIhvc=,Attacking the giant tentacle with a stone causes +25~100.0 harm,???????????+25~100.0??
T-n4zJO9izBGUxXUCvXL4reCPcp3o=,Attacking the giant tentacle with a stone causes +17.5~70.0 harm,???????????+17.5~70.0??
T-ylKYkW8cdWW3LbSDkA8h/8ehY9g=,Attacking the giant tentacle with a copper shovel causes +50~125.0 harm,???????????+50~125.0??
T-oz0h/nwMqHMlYD4vwQ8NUdx2bsM=,Attacking the giant tentacle with a copper shovel causes +35~87.5 harm,???????????+35~87.5??
T-ZRzQh7m3sgjO/3ZGvs/Lb1RFlzQ=,Attacking the giant tentacle with a copper ax causes +50~150.0 harm,???????????+50~150.0??
T-w6OzH+p1jZkIB804JgaK3xcMMCo=,Attacking the giant tentacle with a copper ax causes +35~105.0 harm,???????????+35~105.0??
T-wtZKRU5nmkoqIQJKMV15lTmTezA=,Caused by attacking a giant tentacle with a flint ax +50~150.0 harm,????????????+50~150.0??
T-27W3w47H+izYgdmfqFF2w+S276A=,Caused by attacking a giant tentacle with a flint ax +35~105.0 harm,????????????+35~105.0??
